id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
3243,31/01/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,can,330ml,0.77,14014
3293,31/01/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,can,330ml,1.01,4927
4372,31/01/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,can,330ml,0.6,17006
4401,31/01/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,can,330ml,0.3,29777
5405,31/01/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,can,330ml,0.82,13420
5453,31/01/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,can,330ml,0.64,16380
6530,31/01/18,Athens,,,664046,shop_3,adult-cola,can,330ml,0.68,15650
6561,31/01/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,can,330ml,0.65,19080
255,31/03/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.71,18762
260,31/03/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.77,13152
1264,31/03/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.84,13338
1349,31/03/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.58,20893
2344,31/03/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,can,330ml,0.94,9855
2393,31/03/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,can,330ml,0.69,17403
3425,31/03/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,can,330ml,0.61,24941
3477,31/03/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,can,330ml,0.66,19001
4554,31/03/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,can,330ml,0.6,21458
4585,31/03/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,can,330ml,0.49,30565
5632,31/03/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,can,330ml,0.74,17185
6663,31/03/18,Athens,37.97945,,664046,shop_1,adult-cola,can,330ml,0.49,31409
6711,31/03/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,can,330ml,0.53,24671
364,31/05/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.79,21227
414,31/05/12,Athens,37.96245,,672130,shop_3,adult-cola,can,330ml,0.74,22108
1497,31/05/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.81,18756
1519,31/05/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.57,37089
2525,31/05/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,can,330ml,0.7,29253
2577,31/05/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,can,330ml,0.73,24662
3605,31/05/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,can,330ml,0.87,20075
3654,31/05/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,can,330ml,0.69,27586
4763,31/05/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,can,330ml,0.43,47876
4769,31/05/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,can,330ml,0.16,57236
5764,31/05/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,can,330ml,0.77,28304
5811,31/05/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,can,330ml,0.71,27929
6892,31/05/18,Athens,,,664046,shop_3,adult-cola,can,330ml,0.74,27071
6925,31/05/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,can,330ml,0.43,48913
544,31/07/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.69,38842
629,31/07/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.75,27085
1623,31/07/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.62,46338
1673,31/07/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.7,32210
2783,31/07/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,can,330ml,0.66,36256
2786,31/07/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,can,330ml,0.62,47558
3784,31/07/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,can,330ml,0.66,45512
3832,31/07/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,can,330ml,0.54,45899
4865,31/07/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,can,330ml,0.7,43422
4912,31/07/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,can,330ml,0.37,58567
5945,31/07/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,can,330ml,0.41,68189
5990,31/07/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,can,330ml,0.58,44522
7024,31/07/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,can,330ml,0.91,28645
7077,31/07/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,can,330ml,0.99,18344
632,31/08/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.81,20893
711,31/08/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.72,22070
1713,31/08/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.78,24463
1760,31/08/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.67,25834
2791,31/08/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,can,330ml,0.47,46029
2841,31/08/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,can,330ml,0.59,30902
3924,31/08/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,can,330ml,0.46,38767
3948,31/08/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,can,330ml,0.57,40419
4953,31/08/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,can,330ml,0.52,44478
5002,31/08/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,can,330ml,0.82,20581
6032,31/08/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,can,330ml,0.92,19795
6077,31/08/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,can,330ml,0.56,34742
7159,31/08/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,can,330ml,0.76,25105
7180,31/08/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,can,330ml,0.5,46742
815,31/10/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.8,16301
870,31/10/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.7,17584
1894,31/10/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.59,28120
1944,31/10/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.57,23612
3027,31/10/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,can,330ml,0.6,22826
3053,31/10/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,can,330ml,0.4,37875
4055,31/10/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,can,330ml,0.57,30016
4101,31/10/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,can,330ml,0.55,25302
5134,31/10/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,can,330ml,0.73,23259
5207,31/10/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,can,330ml,0.44,30204
6292,31/10/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,can,330ml,0.87,17381
7295,31/10/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,can,330ml,0.64,28390
7374,31/10/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,can,330ml,0.81,16908
993,31/12/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.77,18272
1043,31/12/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.77,14590
2073,31/12/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.71,22156
2125,31/12/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.82,13055
3199,31/12/14,Athens,37.96245,23.68708,668203,shop_3,adult-cola,can,330ml,0.72,17895
3228,31/12/14,Athens,37.97945,23.71622,668203,shop_1,adult-cola,can,330ml,0.59,29023
4285,31/12/15,Athens,37.96245,23.68708,667237,shop_3,adult-cola,can,330ml,0.52,26803
4308,31/12/15,Athens,37.97945,23.71622,667237,shop_1,adult-cola,can,330ml,0.48,35384
5315,31/12/16,Athens,37.97945,23.71622,665102,shop_1,adult-cola,can,330ml,0.58,30629
5364,31/12/16,Athens,37.96245,23.68708,665102,shop_3,adult-cola,can,330ml,0.5,27756
6395,31/12/17,Athens,37.97945,23.71622,665871,shop_1,adult-cola,can,330ml,0.62,29411
6464,31/12/17,Athens,37.96245,23.68708,665871,shop_3,adult-cola,can,330ml,0.69,20795
7522,31/12/18,Athens,37.96245,23.68708,664046,shop_3,adult-cola,can,330ml,0.54,27178
7549,31/12/18,Athens,37.97945,23.71622,664046,shop_1,adult-cola,can,330ml,0.83,19982
1252,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.49,25780
2264,28/02/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.6,22115
3346,28/02/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.73,17601
5507,28/02/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.85,14346
6588,28/02/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.5,27470
165,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.67,17989
4488,29/02/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.75,17349
288,30/04/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.66,34570
1367,30/04/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.76,28273
2449,30/04/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.67,36454
3527,30/04/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.74,32513
4605,30/04/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.66,38926
5685,30/04/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.53,49533
6764,30/04/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.55,48774
464,30/06/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.54,53237
1617,30/06/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.62,47438
2629,30/06/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.61,49510
3709,30/06/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.59,52350
4787,30/06/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.65,48478
5864,30/06/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.73,42538
7015,30/06/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.89,30712
739,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.74,24024
1815,30/09/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.64,31668
2895,30/09/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.56,37168
3976,30/09/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.5,41549
5053,30/09/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.69,30759
6138,30/09/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.68,32477
7212,30/09/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.79,26941
918,30/11/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.87,12794
1994,30/11/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.56,30652
3075,30/11/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.56,30836
4155,30/11/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.69,24910
5240,30/11/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.71,24876
6316,30/11/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.69,26541
7453,30/11/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.49,36657
89,31/01/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.64,21095
1100,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.65,21490
2178,31/01/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.61,23711
3328,31/01/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.49,29187
4338,31/01/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.71,20687
5416,31/01/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.82,16708
6550,31/01/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.68,23138
261,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.67,22329
1347,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.61,25939
2357,31/03/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.7,22207
3502,31/03/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.28,42738
4575,31/03/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.95,12044
5654,31/03/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.7,24038
6675,31/03/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.69,25113
375,31/05/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.6,41068
1457,31/05/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.62,40094
2602,31/05/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.75,31297
3613,31/05/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.6,44052
4692,31/05/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.69,37935
5776,31/05/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.75,34553
6854,31/05/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.58,47456
557,31/07/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.68,43018
1634,31/07/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.57,55555
2716,31/07/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.59,55251
3796,31/07/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.71,45110
4878,31/07/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.75,42350
5956,31/07/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.64,53566
7038,31/07/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.66,53263
643,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.71,30002
1796,31/08/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.59,40160
2805,31/08/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.64,37205
3957,31/08/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.59,42045
4964,31/08/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.69,36039
6116,31/08/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.59,43683
7124,31/08/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.79,31431
892,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.77,20916
1907,31/10/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.57,33438
2985,31/10/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.72,25813
4137,31/10/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.65,30661
5147,31/10/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.81,22299
6228,31/10/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.54,38149
7308,31/10/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.52,39474
1008,31/12/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.75,26768
2085,31/12/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.57,41308
3166,31/12/14,Irakleion,35.32787,25.14341,136202,shop_2,adult-cola,can,330ml,0.77,27533
4244,31/12/15,Irakleion,35.32787,25.14341,138560,shop_2,adult-cola,can,330ml,0.66,36582
5327,31/12/16,Irakleion,35.32787,25.14341,137302,shop_2,adult-cola,can,330ml,0.68,35949
6407,31/12/17,Irakleion,35.32787,25.14341,138200,shop_2,adult-cola,can,330ml,0.81,28717
7484,31/12/18,Irakleion,35.32787,25.14341,137154,shop_2,adult-cola,can,330ml,0.33,61297
1235,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.34,29358
2322,28/02/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.78,13963
3400,28/02/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.6,20691
5556,28/02/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.71,17812
6639,28/02/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.65,20309
151,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.88,8850
337,30/04/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.61,26374
1427,30/04/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.65,24556
2501,30/04/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.72,21905
3571,30/04/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.51,32906
4657,30/04/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.79,19908
5731,30/04/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.43,37750
6817,30/04/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.87,17749
534,30/06/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.73,29439
1591,30/06/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.7,33020
2681,30/06/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.68,35764
3754,30/06/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.76,30974
4833,30/06/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.67,38452
5907,30/06/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.16,75069
6995,30/06/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.87,26850
787,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.63,21386
1881,30/09/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.69,19332
2969,30/09/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.52,27337
4025,30/09/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.69,20823
5103,30/09/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.59,25452
6187,30/09/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.76,19216
7288,30/09/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.73,20985
970,30/11/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.67,19537
2061,30/11/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.48,28477
3129,30/11/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.77,16530
4201,30/11/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.6,24140
5296,30/11/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.77,17831
6363,30/11/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.83,16185
7464,30/11/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.47,30886
60,31/01/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.59,17878
1157,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.74,13255
2221,31/01/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.72,14346
3306,31/01/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.76,13693
4385,31/01/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.62,18493
5465,31/01/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.51,22169
6541,31/01/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.64,18661
242,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.6,19785
1343,31/03/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.71,16165
2405,31/03/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.66,18392
3492,31/03/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.5,24802
4565,31/03/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.33,31329
5652,31/03/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.88,12314
6730,31/03/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.93,11153
427,31/05/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.53,38982
1507,31/05/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.57,37398
2589,31/05/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.76,25991
3666,31/05/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.67,32434
4738,31/05/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.68,32564
5836,31/05/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.61,37567
6905,31/05/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.78,28385
610,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.83,24576
1688,31/07/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.68,38902
2767,31/07/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.67,41265
3843,31/07/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.72,38166
4924,31/07/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.66,44199
6002,31/07/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.45,62088
7090,31/07/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.55,55134
692,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.84,18201
1773,31/08/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.45,45895
2855,31/08/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.66,32863
3936,31/08/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.64,34934
5016,31/08/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.79,26356
6112,31/08/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.62,37527
7193,31/08/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.59,40039
882,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.57,25510
1958,31/10/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.59,24970
4113,31/10/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.55,28067
5194,31/10/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.68,22817
6276,31/10/17,Larisa,,22.41761,144302,shop_5,adult-cola,can,330ml,0.72,21995
7357,31/10/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.81,18815
1055,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.64,25128
2138,31/12/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.71,22618
3214,31/12/14,Larisa,39.63689,22.41761,140563,shop_5,adult-cola,can,330ml,0.56,30871
4298,31/12/15,Larisa,39.63689,22.41761,141732,shop_5,adult-cola,can,330ml,0.59,29997
5373,31/12/16,Larisa,39.63689,22.41761,142030,shop_5,adult-cola,can,330ml,0.84,18299
6453,31/12/17,Larisa,39.63689,22.41761,144302,shop_5,adult-cola,can,330ml,0.57,32326
7533,31/12/18,Larisa,39.63689,22.41761,144651,shop_5,adult-cola,can,330ml,0.68,27784
1198,28/02/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,can,330ml,0.54,34234
2277,28/02/14,Patra,,,167242,shop_6,adult-cola,can,330ml,0.8,20086
3358,28/02/15,Patra,38.24444,21.73444,167001,shop_6,adult-cola,can,330ml,0.51,37132
5522,28/02/17,Patra,38.24444,21.73444,168501,shop_6,adult-cola,can,330ml,0.63,32273
6601,28/02/18,Patra,38.24444,21.73444,168034,shop_6,adult-cola,can,330ml,0.93,17038
117,29/02/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.72,23189
4438,29/02/16,Patra,38.24444,21.73444,168254,shop_6,adult-cola,can,330ml,0.46,40850
301,30/04/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.65,49109
1379,30/04/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,can,330ml,0.64,52087
2462,30/04/14,Patra,38.24444,21.73444,167242,shop_6,adult-cola,can,330ml,0.69,48125
3537,30/04/15,Patra,38.24444,21.73444,167001,shop_6,adult-cola,can,330ml,0.56,62216
4617,30/04/16,Patra,38.24444,21.73444,168254,shop_6,adult-cola,can,330ml,0.6,59700
5698,30/04/17,Patra,38.24444,21.73444,168501,shop_6,adult-cola,can,330ml,0.69,51974
6778,30/04/18,Patra,38.24444,21.73444,168034,shop_6,adult-cola,can,330ml,0.76,47046
476,30/06/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.57,62364
1558,30/06/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,can,330ml,0.68,51717
2640,30/06/14,Patra,38.24444,21.73444,167242,shop_6,adult-cola,can,330ml,0.69,52051
3720,30/06/15,Patra,38.24444,21.73444,167001,shop_6,adult-cola,can,330ml,0.54,69470
4800,30/06/16,Patra,38.24444,21.73444,168254,shop_6,adult-cola,can,330ml,0.76,47109
